"Intake Date","Location","Intake Condition","Animal Type","Sex","Age","Color","Breed","Intake Total","Animal Id"
"4/30/2012  12:00:00 AM","3600 PRESIDENTIAL BOULEVARD AUSTIN TX","NURSING","CAT","F","0.57 wks","TORTIE","DOMESTIC SH MIX",5,"A625908"
"4/30/2012  12:00:00 AM","3600 PRESIDENTIAL BOULEVARD AUSTIN TX","NURSING","CAT","M","0.57 wks","BRN TABBY","DOMESTIC SH MIX",5,"A625909"
"4/30/2012  12:00:00 AM","3600 PRESIDENTIAL BOULEVARD AUSTIN TX","NURSING","CAT","M","0.57 wks","ORG TABBY","DOMESTIC SH MIX",5,"A625911"
"4/30/2012  12:00:00 AM","3600 PRESIDENTIAL BOULEVARD AUSTIN TX","NURSING","CAT","M","0.57 wks","ORG TABBY","DOMESTIC SH MIX",5,"A625912"
"4/30/2012  12:00:00 AM","4106 N LAMAR AUSTIN TX","NORMAL","DOG","F","8.57 wks","WHITE","GREAT PYRENEES",1,"A625914"
"4/30/2012  12:00:00 AM","SKY HARBOR DEL VALLE TX","NORMAL","CAT","F","5.01 yr","BRN TABBY","DOMESTIC SH MIX",5,"A625919"
"4/30/2012  12:00:00 AM","SKY HARBOR DEL VALLE TX","NORMAL","CAT","F","0.29 wks","ORG TABBY","DOMESTIC SH MIX",5,"A625920"
"4/30/2012  12:00:00 AM","SKY HARBOR DEL VALLE TX","NORMAL","CAT","M","0.29 wks","BLACK","DOMESTIC SH MIX",5,"A625921"
"4/30/2012  12:00:00 AM","SKY HARBOR DEL VALLE TX","NORMAL","CAT","M","0.29 wks","BLACK","DOMESTIC SH MIX",5,"A625922"
"4/30/2012  12:00:00 AM","SKY HARBOR DEL VALLE TX","NORMAL","CAT","M","0.29 wks","BLUE TABBY","DOMESTIC SH MIX",5,"A625923"
"4/30/2012  12:00:00 AM","TRAVIS TX","NORMAL","CAT","M","3.14 wks","BLK TABBY","DOMESTIC SH MIX",4,"A625924"
"4/30/2012  12:00:00 AM","TRAVIS TX","NORMAL","CAT","F","3.14 wks","BLK TABBY","DOMESTIC SH MIX",4,"A625925"
"4/30/2012  12:00:00 AM","TRAVIS TX","NORMAL","CAT","F","3.14 wks","BLK TABBY","DOMESTIC SH MIX",4,"A625926"
"4/30/2012  12:00:00 AM","TRAVIS TX","NORMAL","CAT","F","3.14 wks","BLK TABBY","DOMESTIC SH MIX",4,"A625927"
"4/30/2012  12:00:00 AM","MARTIN AVE AUSTIN TX","NORMAL","DOG","N","11.20 mo","SABLE","ROTTWEILER MIX",1,"A625928"
"4/30/2012  12:00:00 AM","UT CAMPUS - WHITIS AVE AUSTIN TX","NORMAL","CAT","F","4.43 wks","BRN TABBY","DOMESTIC SH MIX",1,"A625933"
"4/30/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","M","2.14 wks","BRN TABBY","DOMESTIC MH MIX",1,"A625934"
"4/30/2012  12:00:00 AM","BODGER DR AUSTIN TX","SICK","DOG","U","10.71 wks","BLACK","SCHNAUZER MIN MIX",1,"A625935"
"4/30/2012  12:00:00 AM","PARKER NEAR RIVERSIDE AUSTIN TX","NURSING","CAT","M","3.14 wks","BLACK","DOMESTIC MH MIX",1,"A625936"
"4/30/2012  12:00:00 AM","1915 E WELLS BRANCH TRAVIS TX","NORMAL","CAT","N","6.01 yr","FLAME PT","SIAMESE MIX",2,"A625937"
"4/30/2012  12:00:00 AM","1915 E WELLS BRANCH TRAVIS TX","NORMAL","CAT","N","5.01 yr","BRN TABBY","DOMESTIC SH MIX",2,"A625938"
"4/30/2012  12:00:00 AM","14982 SWISS DR DEL VALLE TX","NORMAL","CAT","S","3.00 yr","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A625939"
"4/30/2012  12:00:00 AM","14982 SWISS DR DEL VALLE TX","NORMAL","CAT","N","5.01 yr","BLACK","DOMESTIC SH MIX",1,"A625940"
"4/30/2012  12:00:00 AM","5407 LISHILL CV AUSTIN TX","NORMAL","CAT","M","4.43 wks","BLACK","DOMESTIC SH MIX",4,"A625941"
"4/30/2012  12:00:00 AM","5407 LISHILL CV AUSTIN TX","NORMAL","CAT","M","4.43 wks","BLUE","DOMESTIC SH MIX",4,"A625942"
"4/30/2012  12:00:00 AM","5407 LISHILL CV AUSTIN TX","NORMAL","CAT","F","4.43 wks","BLUE CREAM","DOMESTIC SH MIX",4,"A625943"
"4/30/2012  12:00:00 AM","WESTLAKE AND CUERNAVACA AUSTIN TX","NORMAL","CAT","S","5.01 yr","TORBIE WHITE","DOMESTIC LH MIX",1,"A625944"
"4/30/2012  12:00:00 AM","5407 LISHILL CV AUSTIN TX","NORMAL","CAT","F","4.43 wks","BLUE CREAM","DOMESTIC SH MIX",4,"A625945"
"4/30/2012  12:00:00 AM","WILLIAM CANNON AND 135 AUSTIN TX","NORMAL","CAT","N","8.57 wks","BLACK","DOMESTIC SH MIX",5,"A625948"
"4/30/2012  12:00:00 AM","WILLIAM CANNON AND 135 AUSTIN TX","NORMAL","CAT","M","8.57 wks","BLACK","DOMESTIC SH MIX",5,"A625949"
"4/30/2012  12:00:00 AM","WILLIAM CANNON AND 135 AUSTIN TX","NORMAL","CAT","N","8.57 wks","BLACK WHITE","DOMESTIC SH MIX",5,"A625950"
"4/30/2012  12:00:00 AM","WILLIAM CANNON AND 135 AUSTIN TX","NORMAL","CAT","M","8.57 wks","BLACK","DOMESTIC SH MIX",5,"A625951"
"4/30/2012  12:00:00 AM","WILLIAM CANNON AND 135 AUSTIN TX","NORMAL","CAT","F","8.57 wks","TORTIE","DOMESTIC SH MIX",5,"A625952"
"4/30/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","S","4.00 yr","BLACK","DOMESTIC MH MIX",1,"A625954"
"4/30/2012  12:00:00 AM","1110 WOODLAND AVE AUSTIN TX","NORMAL","CAT","S","12.10 mo","TORTIE","DOMESTIC SH MIX",2,"A625955"
"4/30/2012  12:00:00 AM","1110 WOODLAND AVE AUSTIN TX","NORMAL","CAT","S","12.10 mo","TORTIE","DOMESTIC SH MIX",2,"A625956"
"4/30/2012  12:00:00 AM","2408 LAKEHURST AUSTIN TX","NORMAL","DOG","M","7.10 mo","BLACK WHITE","LABRADOR RETR BEAGLE",1,"A625958"
"4/30/2012  12:00:00 AM","7007 CHERRY MEADOW AUSTIN TX","NORMAL","DOG","S","16.57 wks","TAN BLACK","CHIHUAHUA SH MIX",1,"A625959"
"5/1/2012  12:00:00 AM","4311 SPRINGDALE RD AUSTIN TX","NURSING","CAT","M","2.00 wks","BRN TABBY","DOMESTIC MH MIX",3,"A625968"
"5/1/2012  12:00:00 AM","4311 SPRINGDALE RD AUSTIN TX","NURSING","CAT","F","2.00 wks","BRN TABBY","DOMESTIC MH MIX",3,"A625969"
"5/1/2012  12:00:00 AM","4311 SPRINGDALE RD AUSTIN TX","NURSING","CAT","F","2.00 wks","GRAY TABBY","DOMESTIC MH MIX",3,"A625970"
"5/1/2012  12:00:00 AM","1108 LILLY AUSTIN TX","INJURED","CAT","F","1.00 yr","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A625971"
"5/1/2012  12:00:00 AM","5606 STEVEN CREEK AUSTIN TX","NORMAL","DOG","S","1.50 yr","WHITE BROWN","PIT BULL MIX",1,"A625972"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","M","5.14 wks","TRICOLOR","AUST SHEPHERD GREAT PYRENEES",10,"A625973"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","F","5.14 wks","TRICOLOR","AUST SHEPHERD GREAT PYRENEES",10,"A625974"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","M","5.14 wks","TRICOLOR","AUST SHEPHERD GREAT PYRENEES",10,"A625975"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","F","5.14 wks","BROWN BLACK","AUST SHEPHERD GREAT PYRENEES",10,"A625976"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","M","5.14 wks","WHITE BLACK","AUST SHEPHERD GREAT PYRENEES",10,"A625977"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","F","5.14 wks","SABLE WHITE","AUST SHEPHERD GREAT PYRENEES",10,"A625978"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","M","5.14 wks","WHITE BROWN","AUST SHEPHERD GREAT PYRENEES",10,"A625979"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","F","5.14 wks","BROWN BLACK","AUST SHEPHERD GREAT PYRENEES",10,"A625980"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","M","5.14 wks","WHITE BROWN","AUST SHEPHERD GREAT PYRENEES",10,"A625981"
"5/1/2012  12:00:00 AM","71/183 AUSTIN TX","NORMAL","DOG","M","5.14 wks","WHITE BROWN","AUST SHEPHERD GREAT PYRENEES",10,"A625982"
"5/1/2012  12:00:00 AM","SWEETBRUSH AUSTIN TX","NORMAL","DOG","S","10.17 mo","BLACK","CHIHUAHUA SH MIX",1,"A625983"
"5/1/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","N","2.50 yr","ORG TABBY WHITE","DOMESTIC MH MIX",1,"A625985"
"5/1/2012  12:00:00 AM","7TH STREET/AIRPORT BLVD AUSTIN TX","NORMAL","CAT","N","7.71 wks","BRN TABBY","DOMESTIC SH MIX",1,"A625986"
"5/1/2012  12:00:00 AM","OLTORF RD/RIVERSIDE DR AUSTIN TX","NORMAL","CAT","M","4.29 wks","WHITE BLACK","DOMESTIC SH MIX",4,"A625988"
"5/1/2012  12:00:00 AM","OLTORF RD/RIVERSIDE DR AUSTIN TX","NORMAL","CAT","F","4.29 wks","BLACK","DOMESTIC SH MIX",4,"A625989"
"5/1/2012  12:00:00 AM","OLTORF RD/RIVERSIDE DR AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLACK","DOMESTIC SH MIX",4,"A625991"
"5/1/2012  12:00:00 AM","OLTORF RD/RIVERSIDE DR AUSTIN TX","NORMAL","CAT","M","4.29 wks","BRN TABBY","DOMESTIC SH MIX",4,"A625992"
"5/1/2012  12:00:00 AM","1412 LUNA AUSTIN TX","SICK","DOG","F","4.03 mo","BROWN","PIT BULL LABRADOR RETR",1,"A625998"
"5/1/2012  12:00:00 AM","1901 ONION CREEK PKWY AUSTIN TX","INJURED","CAT","S","1.00 yr","BLACK WHITE","DOMESTIC SH MIX",1,"A625999"
"5/1/2012  12:00:00 AM","12757 JOHNSON TRAVIS TX","NORMAL","DOG","M","2.00 yr","TAN WHITE","CHIHUAHUA SH MIX",1,"A626000"
"5/1/2012  12:00:00 AM","2706 DELORIS CT TRAVIS TX","NORMAL","DOG","F","1.00 yr","BLACK BLACK","FLAT COAT RETR MIX",1,"A626005"
"5/1/2012  12:00:00 AM","9301 AMBERGLEN BLVD AUSTIN TX","NORMAL","CAT","M","3.57 wks","BLK SMOKE WHITE","DOMESTIC SH MIX",1,"A626006"
"5/1/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","F","3.00 yr","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A626007"
"5/1/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","F","2.00 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A626008"
"5/1/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","F","2.00 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A626009"
"5/1/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","M","2.00 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A626010"
"5/1/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","M","2.00 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A626011"
"5/1/2012  12:00:00 AM","1503 HASKELL AUSTIN TX","NORMAL","CAT","N","2.00 yr","BLACK","DOMESTIC SH MIX",1,"A626012"
"5/1/2012  12:00:00 AM","1701 BRIARCLIFF BLVD AUSTIN TX","NORMAL","CAT","N","2.00 yr","ORG TABBY WHITE","DOMESTIC MH MIX",1,"A626014"
"5/1/2012  12:00:00 AM","CROW LN/S CONGRESS AVE AUSTIN TX","NORMAL","DOG","S","16.71 wks","BLACK","POODLE STND LABRADOR RETR",1,"A626019"
"5/1/2012  12:00:00 AM","1800 BLK HASKELL AUSTIN TX","NORMAL","DOG","N","1.50 yr","BROWN BLACK","DACHSHUND MIX",1,"A626021"
"5/1/2012  12:00:00 AM","3401 RED RIVER AUSTIN TX","NORMAL","DOG","N","4.63 mo","TAN WHITE","WHIPPET MIX",1,"A626022"
"5/1/2012  12:00:00 AM","14119 FUCHS GROVE RD AUSTIN TX","NORMAL","DOG","N","4.00 yr","RED MERLE","AUST CATTLE DOG MIX",1,"A626024"
"5/1/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","F","2.00 yr","BRN TABBY","DOMESTIC SH MIX",5,"A626026"
"5/1/2012  12:00:00 AM","2504 PARKER LN AUSTIN TX","NORMAL","DOG","S","10.71 wks","TAN WHITE","LABRADOR RETR MIX",1,"A626028"
"5/1/2012  12:00:00 AM","WILLIAM CANNON DR/MANCHACA RD AUSTIN TX","NORMAL","DOG","N","2.00 yr","BUFF BLACK","PUG CHIHUAHUA SH",2,"A626029"
"5/1/2012  12:00:00 AM","WILLIAM CANNON DR/MANCHACA RD AUSTIN TX","NORMAL","DOG","N","12.01 yr","BLACK WHITE","CHIHUAHUA SH MIX",2,"A626030"
"5/1/2012  12:00:00 AM","2100 COMAL ST AUSTIN TX","NORMAL","CAT","M","5.29 wks","BRN TABBY","DOMESTIC SH MIX",1,"A626031"
"5/1/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","N","4.00 yr","ORG TABBY WHITE","DOMESTIC SH MIX",1,"A626032"
"5/1/2012  12:00:00 AM","BEN WHITE AND 35 AUSTIN TX","NORMAL","DOG","F","8.71 wks","BR BRINDLE","BOXER MIX",1,"A626034"
"5/1/2012  12:00:00 AM","PENNSYLVANIA AVE AUSTIN TX","NORMAL","CAT","S","3.00 yr","BRN TABBY WHITE","DOMESTIC MH MIX",5,"A626035"
"5/1/2012  12:00:00 AM","512 LADIN LN LAKEWAY TX","NORMAL","CAT","S","4.00 yr","BRN TABBY","DOMESTIC SH MIX",2,"A626036"
"5/1/2012  12:00:00 AM","PENNSYLVANIA AVE AUSTIN TX","NORMAL","CAT","F","1.00 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A626037"
"5/1/2012  12:00:00 AM","512 LADIN LN LAKEWAY TX","NORMAL","CAT","S","5.01 yr","TORTIE","DOMESTIC LH MIX",2,"A626038"
"5/1/2012  12:00:00 AM","PENNSYLVANIA AVE AUSTIN TX","NORMAL","CAT","M","1.00 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A626039"
"5/1/2012  12:00:00 AM","PENNSYLVANIA AVE AUSTIN TX","NORMAL","CAT","F","1.00 wks","TORBIE WHITE","DOMESTIC SH MIX",5,"A626040"
"5/1/2012  12:00:00 AM","PENNSYLVANIA AVE AUSTIN TX","NORMAL","CAT","F","1.00 wks","BLACK WHITE","DOMESTIC SH MIX",5,"A626041"
"5/1/2012  12:00:00 AM","4434 FRONTIER TRL AUSTIN TX","NORMAL","DOG","N","1.00 yr","BLACK","LABRADOR RETR MIX",1,"A626043"
"5/2/2012  12:00:00 AM","1140 POQUITO ST AUSTIN TX","SICK","DOG","S","2.99 yr","WHITE BLACK","SIBERIAN HUSKY",1,"A626044"
"5/2/2012  12:00:00 AM","5817 SILVER SCREEN DR AUSTIN TX","NURSING","CAT","U","4.29 wks","WHITE GRAY","DOMESTIC SH MIX",1,"A626045"
"5/2/2012  12:00:00 AM","5817 SILVER SCREEN DR AUSTIN TX","NURSING","CAT","U","4.29 wks","ORG TABBY","DOMESTIC SH MIX",1,"A626046"
"5/2/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","NORMAL","CAT","S","8.10 mo","BLACK WHITE","DOMESTIC SH MIX",1,"A626047"
"5/2/2012  12:00:00 AM","12034 RESEARCH BLVD AUSTIN TX","INJURED","DOG","S","1.00 yr","WHITE TAN","AUST CATTLE DOG MIX",1,"A626048"
"5/2/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","NURSING","CAT","U","1.00 wks","GRAY WHITE","DOMESTIC SH MIX",1,"A626049"
"5/2/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","NURSING","CAT","U","1.00 wks","ORANGE WHITE","DOMESTIC SH MIX",1,"A626050"
"5/2/2012  12:00:00 AM","6006 TRACY LYNN LN AUSTIN TX","NORMAL","DOG","F","12.86 wks","YELLOW WHITE","LABRADOR RETR MIX",1,"A626058"
"5/2/2012  12:00:00 AM","OLTORF AUSTIN TX","NORMAL","CAT","F","3.14 wks","BLUE","RUSSIAN BLUE MIX",1,"A626063"
"5/2/2012  12:00:00 AM","1108 TEAPOT PFLUGERVILLE TX","NORMAL","DOG","N","5.90 mo","WHITE BROWN","BEAGLE MIX",1,"A626068"
"5/2/2012  12:00:00 AM","SPEER LN AUSTIN TX","NURSING","CAT","M","2.14 wks","BLACK","DOMESTIC SH MIX",2,"A626070"
"5/2/2012  12:00:00 AM","SPEER LN AUSTIN TX","NURSING","CAT","M","2.14 wks","BLACK WHITE","DOMESTIC SH MIX",2,"A626071"
"5/2/2012  12:00:00 AM","8201 VIEW RIDGE AUSTIN TX","NORMAL","DOG","S","10.14 wks","BLACK WHITE","PIT BULL MIX",4,"A626072"
"5/2/2012  12:00:00 AM","8201 VIEW RIDGE AUSTIN TX","NORMAL","DOG","S","2.00 yr","BLACK WHITE","JACK RUSS TERR CHIHUAHUA SH",4,"A626073"
"5/2/2012  12:00:00 AM","8201 VIEW RIDGE AUSTIN TX","NORMAL","DOG","N","1.00 yr","WHITE BROWN","BASENJI",4,"A626074"
"5/2/2012  12:00:00 AM","8201 VIEW RIDGE AUSTIN TX","NORMAL","DOG","S","5.01 yr","BLACK WHITE","CHIHUAHUA SH MIX",4,"A626075"
"5/2/2012  12:00:00 AM","2900 BLK DRESDEN COVE AUSTIN TX","NORMAL","DOG","F","4.03 mo","BROWN BLACK","AUST KELPIE MIX",2,"A626077"
"5/2/2012  12:00:00 AM","2900 BLK DRESDEN COVE AUSTIN TX","NORMAL","DOG","F","4.03 mo","BLACK WHITE","AUST KELPIE MIX",2,"A626078"
"5/2/2012  12:00:00 AM","3512 GONZALES AUSTIN TX","NORMAL","CAT","F","2.00 yr","WHITE BLACK","DOMESTIC LH MIX",1,"A626084"
"5/2/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","F","3.14 wks","BRN TABBY","DOMESTIC SH MIX",1,"A626086"
"5/2/2012  12:00:00 AM","REYNERO LN DEL VALLE TX","NORMAL","CAT","M","3.14 wks","BLACK","DOMESTIC SH MIX",1,"A626088"
"5/2/2012  12:00:00 AM","ATASCOSA LN AUSTIN TX","NURSING","CAT","F","1.00 wks","TORTIE","DOMESTIC SH MIX",3,"A626093"
"5/2/2012  12:00:00 AM","ATASCOSA LN AUSTIN TX","NURSING","CAT","F","1.00 wks","TORTIE","DOMESTIC SH MIX",3,"A626094"
"5/2/2012  12:00:00 AM","ATASCOSA LN AUSTIN TX","NURSING","CAT","M","1.00 wks","BLACK","DOMESTIC SH MIX",3,"A626095"
"5/2/2012  12:00:00 AM","AUSTIN TX","SICK","CAT","M","3.14 wks","ORG TABBY WHITE","DOMESTIC LH MIX",1,"A626096"
"5/2/2012  12:00:00 AM","AUSTIN TX","NORMAL","DOG","S","1.00 yr","SABLE","CHIHUAHUA SH MIX",1,"A626098"
"5/2/2012  12:00:00 AM","SOUTH 1ST ST/STASSNEY LN AUSTIN TX","NORMAL","DOG","M","3.50 yr","BLACK TAN","CHIHUAHUA SH MIX",1,"A626099"
"5/2/2012  12:00:00 AM","AMARNTH AND ST. MERRYN AUSTIN TX","NORMAL","DOG","N","6.01 yr","BLACK","POODLE MIN MIX",1,"A626100"
"5/2/2012  12:00:00 AM","E MARTIN LUTHER KING JR DR AUSTIN TX","NORMAL","CAT","M","2.14 wks","BLACK","DOMESTIC SH MIX",1,"A626101"
"5/2/2012  12:00:00 AM","POND SPRINGS RD AUSTIN TX","NORMAL","CAT","F","3.00 yr","BLACK","DOMESTIC SH MIX",1,"A626107"
"5/3/2012  12:00:00 AM","5901 SILVER SCREEN DR AUSTIN TX","NURSING","CAT","F","1.00 wks","WHITE CREAM","DOMESTIC SH MIX",1,"A626118"
"5/3/2012  12:00:00 AM","4434 FRONTIER TRL AUSTIN TX","INJURED","DOG","S","2.00 yr","TRICOLOR","RAT TERRIER MIX",1,"A626120"
"5/3/2012  12:00:00 AM","AUSTIN TX","NORMAL","DOG","N","3.00 yr","RED WHITE","SIBERIAN HUSKY",1,"A626129"
"5/3/2012  12:00:00 AM","1200 MEARNS MEADOW BLVD ,AUSTIN TX 78758 AUSTIN TX","NORMAL","CAT","F","3.00 yr","WHITE BRN TABBY","DOMESTIC SH MIX",1,"A626130"
"5/3/2012  12:00:00 AM","RIVERSIDE & MONTOPOLIS AUSTIN TX","NORMAL","DOG","F","12.86 wks","BROWN","LABRADOR RETR MIX",1,"A626131"
"5/3/2012  12:00:00 AM","RIVERSIDE AUSTIN TX","NURSING","CAT","U","1.00 wks","WHITE BLACK","DOMESTIC SH MIX",1,"A626132"
"5/3/2012  12:00:00 AM","HWY 71 DEL VALLE TX","INJURED","DOG","S","2.00 yr","BLACK BROWN","CHIHUAHUA SH MIX",1,"A626134"
"5/3/2012  12:00:00 AM","1200 RUNDBERG AUSTIN TX","NORMAL","DOG","N","1.00 yr","BROWN","CHIHUAHUA SH MIX",1,"A626139"
"5/3/2012  12:00:00 AM","4100 PRAIRIE LN AUSTIN TX","NORMAL","CAT","M","4.29 wks","ORG TABBY","DOMESTIC SH MIX",3,"A626144"
"5/3/2012  12:00:00 AM","4100 PRAIRIE LN AUSTIN TX","NORMAL","CAT","M","4.29 wks","ORG TABBY","DOMESTIC SH MIX",3,"A626145"
"5/3/2012  12:00:00 AM","4100 PRAIRIE LN AUSTIN TX","NORMAL","CAT","M","4.29 wks","ORG TABBY","DOMESTIC SH MIX",3,"A626146"
"5/3/2012  12:00:00 AM","PFLUGERVILLE TX","NORMAL","CAT","M","5.01 yr","WHITE BRN TABBY","DOMESTIC SH MIX",1,"A626147"
"5/3/2012  12:00:00 AM","CLARNO DR AUSTIN TX","NURSING","CAT","F","4.29 wks","BLUE TABBY WHITE","DOMESTIC SH MIX",3,"A626148"
"5/3/2012  12:00:00 AM","LAKEWAY MED CENTER LAKEWAY TX","NURSING","CAT","F","3.00 yr","BLACK","DOMESTIC SH MIX",4,"A626149"
"5/3/2012  12:00:00 AM","CLARNO DR AUSTIN TX","NURSING","CAT","F","4.29 wks","BLUE TABBY WHITE","DOMESTIC SH MIX",3,"A626151"
"5/3/2012  12:00:00 AM","CLARNO AUSTIN TX","NURSING","CAT","F","4.29 wks","BLUE TABBY WHITE","DOMESTIC SH MIX",3,"A626152"
"5/3/2012  12:00:00 AM","DEL VALLE TX","NORMAL","DOG","S","4.00 yr","CHOCOLATE","COCKER SPAN MIX",1,"A626153"
"5/3/2012  12:00:00 AM","4516 CLARNO AUSTIN TX","NORMAL","CAT","F","2.00 yr","BLUE TABBY WHITE","DOMESTIC SH MIX",1,"A626155"
"5/3/2012  12:00:00 AM","1211 LILY AUSTIN TX","NORMAL","DOG","S","4.53 mo","WHITE BLACK","PIT BULL MIX",1,"A626156"
"5/3/2012  12:00:00 AM","8201 VIEW RIDGE AUSTIN TX","NORMAL","DOG","F","1.00 yr","TAN","PIT BULL MIX",1,"A626161"
"5/3/2012  12:00:00 AM","7403 E. RIVERSIDE AUSTIN TX","NORMAL","DOG","S","5.01 yr","WHITE","POODLE MIN MIX",1,"A626162"
"5/3/2012  12:00:00 AM","LAKEWAY MED CENTER LAKEWAY TX","NURSING","CAT","F","2.43 wks","BLACK","DOMESTIC SH MIX",4,"A626163"
"5/3/2012  12:00:00 AM","LAKEWAY MED CENTER LAKEWAY TX","NURSING","CAT","M","2.43 wks","BLACK","DOMESTIC SH MIX",4,"A626164"
"5/3/2012  12:00:00 AM","LAKEWAY MED CENTER LAKEWAY TX","NURSING","CAT","N","11.73 mo","BLACK","DOMESTIC SH MIX",4,"A626165"
"5/3/2012  12:00:00 AM","AUSTIN TX","SICK","CAT","M","5.29 wks","WHITE BLUE TABBY","DOMESTIC SH MIX",1,"A626166"
"5/3/2012  12:00:00 AM","ST.JOHNS/CAMERON AUSTIN TX","NORMAL","DOG","F","3.00 yr","WHITE","GREAT PYRENEES",1,"A626167"
"5/3/2012  12:00:00 AM","WOODWARD AUSTIN TX","INJURED","CAT","U","4.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A626169"
"5/3/2012  12:00:00 AM","MEADOW LEA AUSTIN TX","NORMAL","DOG","S","8.10 mo","TAN","CHIHUAHUA SH DACHSHUND",2,"A626170"
"5/3/2012  12:00:00 AM","MEADOW LEA AUSTIN TX","NORMAL","DOG","N","8.10 mo","RED","CHIHUAHUA SH DACHSHUND",2,"A626171"
"5/3/2012  12:00:00 AM","7307 PLEASANT VALLEY AUSTIN TX","NORMAL","DOG","S","1.00 yr","BROWN","CHIHUAHUA SH MIX",1,"A626172"
"5/3/2012  12:00:00 AM","HOWRAD/ PARMER AUSTIN TX","NORMAL","CAT","M","3.14 wks","BLUE","DOMESTIC SH MIX",3,"A626174"
"5/3/2012  12:00:00 AM","HOWRAD/ PARMER AUSTIN TX","NORMAL","CAT","M","3.14 wks","BLUE","DOMESTIC SH MIX",3,"A626175"
"5/3/2012  12:00:00 AM","HOWRAD/ PARMER AUSTIN TX","NORMAL","CAT","F","3.14 wks","BLUE","DOMESTIC SH MIX",3,"A626176"
"5/3/2012  12:00:00 AM","ROMERIA DR AUSTIN TX","NORMAL","CAT","F","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",4,"A626177"
"5/3/2012  12:00:00 AM","ROMERIA DR AUSTIN TX","NORMAL","CAT","F","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",4,"A626178"
"5/3/2012  12:00:00 AM","1605 CRIPPLE CREEK AUSTIN TX","NORMAL","DOG","N","5.01 yr","RED","COCKER SPAN",1,"A626179"
"5/3/2012  12:00:00 AM","ROMERIA DR AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",4,"A626180"
"5/3/2012  12:00:00 AM","ROMERIA DR AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",4,"A626181"
"5/3/2012  12:00:00 AM","1124 BROOKSWOOD AUSTIN TX","OTHER","CAT","M","3.14 wks","BLUE","DOMESTIC SH MIX",1,"A626182"
"5/3/2012  12:00:00 AM","MANCHACA/WILLIAM CANNON AUSTIN TX","NORMAL","CAT","S","8.71 wks","BLUE CREAM","DOMESTIC SH MIX",1,"A626183"
"5/3/2012  12:00:00 AM","MANCHACA/WILLIAM CANNON AUSTIN TX","NORMAL","CAT","S","8.71 wks","BLUE CREAM","DOMESTIC SH MIX",1,"A626184"
"5/3/2012  12:00:00 AM","MANCHACA/WILLIAM CANNON AUSTIN TX","NORMAL","CAT","N","8.71 wks","BLUE","DOMESTIC SH MIX",1,"A626185"
"5/3/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","M","0.14 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A626186"
"5/3/2012  12:00:00 AM","AUSTIN TX","NURSING","CAT","F","0.14 wks","BLACK WHITE","DOMESTIC SH MIX",5,"A626187"
